commodity,total value sold,total qty sold,total kg sold,qty available,market,date_scraped,total value sold mtd,total qty sold mtd,total kg sold mtd
BABY BUTTERNUT,1044.0,6.0,26.0,7,Joburg Market,2026-07-10,55669.0,272.0,1230.0
BABY BUTTERNUT,1044.0,6.0,26.0,7,Joburg Market,2026-07-11,55669.0,272.0,1230.0
BABY BUTTERNUT,1308.0,8.0,33.0,11,Joburg Market,2026-07-13,61881.0,311.0,1391.0
BABY BUTTERNUT,1308.0,8.0,33.0,11,Joburg Market,2026-07-14,61881.0,311.0,1391.0
BABY BUTTERNUT,0.0,0.0,0.0,3,Joburg Market,2026-07-15,1380.0,15.0,45.0
BABY BUTTERNUT,1968.0,10.0,44.0,3,Joburg Market,2026-07-18,72111.0,367.0,1625.0
BABY BUTTERNUT,240.0,3.0,9.0,3,Joburg Market,2026-07-20,1620.0,18.0,54.0
BABY BUTTERNUT,240.0,3.0,9.0,3,Joburg Market,2026-07-21,1620.0,18.0,54.0
BABY BUTTERNUT,7796.0,34.0,155.0,0,Joburg Market,2026-07-23,86983.0,425.0,1911.0
BABY BUTTERNUT,-192.0,-1.0,-4.0,1,Joburg Market,2026-07-24,86791.0,424.0,1907.0
BABY BUTTERNUT,4496.0,19.0,86.0,1,Joburg Market,2026-07-25,91287.0,443.0,1993.0
BABY BUTTERNUT,0.0,0.0,0.0,1,Joburg Market,2026-07-27,91287.0,443.0,1993.0
BABY BUTTERNUT,12240.0,42.0,187.0,4,Joburg Market,2026-07-28,103527.0,485.0,2180.0
BABY BUTTERNUT,520.0,2.0,8.0,0,Joburg Market,2026-07-29,104047.0,487.0,2188.0
BABY BUTTERNUT,7104.0,24.0,112.0,2,Joburg Market,2026-07-30,111151.0,511.0,2299.0
BABY CABBAGE,10414.0,112.0,375.0,253,Joburg Market,2026-07-09,73438.0,512.0,2153.0
BABY CABBAGE,10538.0,148.0,562.0,136,Joburg Market,2026-07-10,83976.0,660.0,2715.0
BABY CABBAGE,10538.0,148.0,562.0,136,Joburg Market,2026-07-11,83976.0,660.0,2715.0
BABY CABBAGE,4700.0,51.0,238.0,134,Joburg Market,2026-07-13,91872.0,729.0,3033.0
BABY CABBAGE,4700.0,51.0,238.0,134,Joburg Market,2026-07-14,91872.0,729.0,3033.0
BABY CABBAGE,7978.0,69.0,279.0,184,Joburg Market,2026-07-15,115140.0,889.0,3734.0
BABY CABBAGE,7754.0,89.0,221.0,136,Joburg Market,2026-07-18,132688.0,1053.0,4320.0
BABY CABBAGE,1032.0,7.0,28.0,188,Joburg Market,2026-07-20,136288.0,1083.0,4437.0
BABY CABBAGE,1032.0,7.0,28.0,188,Joburg Market,2026-07-21,136288.0,1083.0,4437.0
BABY CABBAGE,5524.0,40.0,155.0,239,Joburg Market,2026-07-23,162208.0,1246.0,5126.0
BABY CABBAGE,11510.0,123.0,450.0,330,Joburg Market,2026-07-24,180918.0,1419.0,6056.0
BABY CABBAGE,1700.0,17.0,60.0,408,Joburg Market,2026-07-25,175338.0,1384.0,5628.0
BABY CABBAGE,6618.0,105.0,437.0,303,Joburg Market,2026-07-27,181956.0,1489.0,6064.0
BABY CABBAGE,16150.0,142.0,590.0,215,Joburg Market,2026-07-28,198106.0,1631.0,6655.0
BABY CABBAGE,3926.0,47.0,174.0,0,Joburg Market,2026-07-29,202032.0,1678.0,6829.0
BABY CABBAGE,10420.0,79.0,365.0,162,Joburg Market,2026-07-30,212452.0,1757.0,7194.0
BABY CARROTS,20984.0,105.0,485.0,67,Joburg Market,2026-07-09,137178.0,784.0,2968.0
BABY CARROTS,9136.0,63.0,335.0,54,Joburg Market,2026-07-10,145714.0,845.0,3284.0
BABY CARROTS,9136.0,63.0,335.0,54,Joburg Market,2026-07-11,145714.0,845.0,3284.0
BABY CARROTS,1660.0,10.0,57.0,20,Joburg Market,2026-07-13,152630.0,873.0,3433.0
BABY CARROTS,1660.0,10.0,57.0,20,Joburg Market,2026-07-14,152630.0,873.0,3433.0
BABY CARROTS,9284.0,38.0,175.0,65,Joburg Market,2026-07-15,187482.0,1058.0,4203.0
BABY CARROTS,10108.0,60.0,254.0,128,Joburg Market,2026-07-18,211086.0,1179.0,4609.0
BABY CARROTS,2012.0,11.0,43.0,217,Joburg Market,2026-07-20,227464.0,1250.0,4941.0
BABY CARROTS,2012.0,11.0,43.0,217,Joburg Market,2026-07-21,227464.0,1250.0,4941.0
BABY CARROTS,21280.0,128.0,412.0,324,Joburg Market,2026-07-23,293448.0,1650.0,6574.0
BABY CARROTS,21408.0,79.0,380.0,292,Joburg Market,2026-07-24,314856.0,1729.0,6954.0
BABY CARROTS,6288.0,66.0,142.0,333,Joburg Market,2026-07-25,321144.0,1795.0,7096.0
BABY CARROTS,14654.0,172.0,880.0,146,Joburg Market,2026-07-27,335798.0,1967.0,7976.0
BABY CARROTS,36265.0,220.0,624.0,100,Joburg Market,2026-07-28,298933.0,1981.0,7502.0
BABY CARROTS,79910.0,242.0,1298.0,0,Joburg Market,2026-07-29,378843.0,2223.0,8800.0
BABY CARROTS,22974.0,193.0,905.0,94,Joburg Market,2026-07-30,326587.0,2203.0,8536.0
BEAN SPROUTS,1170.0,12.0,29.0,30,Joburg Market,2026-07-09,15194.0,151.0,359.0
BEAN SPROUTS,1020.0,11.0,26.0,18,Joburg Market,2026-07-10,16214.0,162.0,385.0
BEAN SPROUTS,1020.0,11.0,26.0,18,Joburg Market,2026-07-11,16214.0,162.0,385.0
BEAN SPROUTS,1454.0,25.0,60.0,60,Joburg Market,2026-07-13,17944.0,190.0,452.0
BEAN SPROUTS,1454.0,25.0,60.0,60,Joburg Market,2026-07-14,17944.0,190.0,452.0
BEAN SPROUTS,1140.0,10.0,24.0,14,Joburg Market,2026-07-15,24988.0,259.0,618.0
BEAN SPROUTS,864.0,8.0,19.0,7,Joburg Market,2026-07-18,26872.0,276.0,659.0
BEAN SPROUTS,3264.0,34.0,82.0,13,Joburg Market,2026-07-20,30328.0,312.0,746.0
BEAN SPROUTS,3264.0,34.0,82.0,13,Joburg Market,2026-07-21,30328.0,312.0,746.0
BEAN SPROUTS,1180.0,12.0,29.0,19,Joburg Market,2026-07-23,35012.0,358.0,856.0
BEAN SPROUTS,504.0,5.0,12.0,9,Joburg Market,2026-07-24,35516.0,363.0,868.0
BEAN SPROUTS,0.0,0.0,0.0,9,Joburg Market,2026-07-25,35516.0,363.0,868.0
BEAN SPROUTS,4122.0,43.0,103.0,42,Joburg Market,2026-07-27,39638.0,406.0,971.0
BEAN SPROUTS,2712.0,25.0,60.0,40,Joburg Market,2026-07-28,42350.0,431.0,1031.0
BEAN SPROUTS,1104.0,11.0,27.0,0,Joburg Market,2026-07-29,43454.0,442.0,1058.0
BEAN SPROUTS,2784.0,26.0,62.0,27,Joburg Market,2026-07-30,46238.0,468.0,1120.0
BEANS,250175.0,2457.0,10096.0,2453,Joburg Market,2026-07-09,2337221.0,20103.0,81088.0
BEANS,244199.0,2673.0,10936.0,1771,Joburg Market,2026-07-10,2566900.0,22711.0,91611.0
BEANS,244199.0,2673.0,10936.0,1771,Joburg Market,2026-07-11,2566900.0,22711.0,91611.0
BEANS,89635.0,1153.0,4643.0,1420,Joburg Market,2026-07-13,2822969.0,25537.0,103194.0
BEANS,89635.0,1153.0,4643.0,1420,Joburg Market,2026-07-14,2822969.0,25537.0,103194.0
BEANS,239250.0,2365.0,9497.0,2219,Joburg Market,2026-07-15,3379734.0,30800.0,124594.0
BEANS,240192.0,2885.0,11651.0,909,Joburg Market,2026-07-18,3988406.0,37657.0,152145.0
BEANS,80540.0,1047.0,4206.0,999,Joburg Market,2026-07-20,4203791.0,40281.0,162818.0
BEANS,80540.0,1047.0,4206.0,999,Joburg Market,2026-07-21,4203791.0,40281.0,162818.0
BEANS,332025.0,2900.0,11547.0,1086,Joburg Market,2026-07-23,5224052.0,50203.0,202857.0
BEANS,249285.0,2380.0,9534.0,1160,Joburg Market,2026-07-24,5413837.0,52271.0,210405.0
BEANS,185495.0,2189.0,8783.0,1426,Joburg Market,2026-07-25,5631537.0,54698.0,220616.0
BEANS,89655.0,1006.0,4071.0,2348,Joburg Market,2026-07-27,5721192.0,55704.0,224687.0
BEANS,497146.0,5115.0,20418.0,1432,Joburg Market,2026-07-28,6183003.0,60556.0,243547.0
BEANS,304728.36000000034,2437.0,11121.0,0,Joburg Market,2026-07-29,6487731.36,62993.0,254668.0
BEANS,351150.0,3719.0,14954.0,3399,Joburg Market,2026-07-30,6754226.36,65611.0,264825.0
BEANS INDIAN,2040.0,31.0,114.0,134,Joburg Market,2026-07-09,6740.0,113.0,427.0
BEANS INDIAN,610.0,12.0,48.0,122,Joburg Market,2026-07-10,6320.0,100.0,400.0
BEANS INDIAN,610.0,12.0,48.0,122,Joburg Market,2026-07-11,6320.0,100.0,400.0
BEANS INDIAN,1970.0,33.0,132.0,65,Joburg Market,2026-07-13,8850.0,144.0,576.0
BEANS INDIAN,1970.0,33.0,132.0,65,Joburg Market,2026-07-14,8850.0,144.0,576.0
BEANS INDIAN,590.0,16.0,64.0,32,Joburg Market,2026-07-15,10330.0,177.0,691.0
BEANS INDIAN,120.0,4.0,16.0,26,Joburg Market,2026-07-18,11070.0,190.0,743.0
BEANS INDIAN,700.0,14.0,54.0,192,Joburg Market,2026-07-20,11770.0,204.0,796.0
BEANS INDIAN,700.0,14.0,54.0,192,Joburg Market,2026-07-21,11770.0,204.0,796.0
BEANS INDIAN,2240.0,51.0,204.0,145,Joburg Market,2026-07-23,13990.0,256.0,1024.0
BEANS INDIAN,130.0,4.0,16.0,141,Joburg Market,2026-07-24,14120.0,260.0,1040.0
BEANS INDIAN,1160.0,42.0,168.0,99,Joburg Market,2026-07-25,15280.0,302.0,1208.0
BEANS INDIAN,240.0,5.0,20.0,95,Joburg Market,2026-07-27,15520.0,307.0,1228.0
BEANS INDIAN,760.0,26.0,104.0,80,Joburg Market,2026-07-28,16280.0,333.0,1332.0
BEANS INDIAN,960.0,55.0,220.0,0,Joburg Market,2026-07-29,17240.0,388.0,1552.0
BEANS INDIAN,990.0,16.0,64.0,25,Joburg Market,2026-07-30,18230.0,404.0,1616.0
BEETROOT,574145.0,6378.0,54291.0,14227,Joburg Market,2026-07-09,4319874.0,54413.0,452163.0
BEETROOT,678149.0,8589.0,69479.0,13476,Joburg Market,2026-07-10,4998023.0,63002.0,521642.0
BEETROOT,678149.0,8589.0,69479.0,13476,Joburg Market,2026-07-11,4998023.0,63002.0,521642.0
BEETROOT,365620.0,4108.0,35675.0,13089,Joburg Market,2026-07-13,5600718.0,70216.0,581457.0
BEETROOT,365620.0,4108.0,35675.0,13089,Joburg Market,2026-07-14,5600718.0,70216.0,581457.0
BEETROOT,563820.0,7347.0,57391.0,10130,Joburg Market,2026-07-15,6751489.0,84947.0,698624.0
BEETROOT,546947.0,8340.0,64476.0,21585,Joburg Market,2026-07-18,8208318.0,106106.0,857454.0
BEETROOT,440025.0,6643.0,58820.0,18551,Joburg Market,2026-07-20,9064419.0,119188.0,966636.0
BEETROOT,440025.0,6643.0,58820.0,18551,Joburg Market,2026-07-21,9064419.0,119188.0,966636.0
BEETROOT,663457.0,9274.0,74919.0,14995,Joburg Market,2026-07-23,10849453.0,144936.0,1173335.0
BEETROOT,612809.33,8520.0,72305.0,17032,Joburg Market,2026-07-24,11462262.3,153456.0,1245640.0
BEETROOT,290917.0,4416.0,32930.0,18368,Joburg Market,2026-07-25,11753179.3,157872.0,1278570.0
BEETROOT,225681.0,3289.0,29080.0,15566,Joburg Market,2026-07-27,11978860.3,161161.0,1307650.0
BEETROOT,634179.0,8702.0,71600.0,14816,Joburg Market,2026-07-28,12613039.3,169863.0,1379250.0
BEETROOT,753725.0,10320.0,80505.0,0,Joburg Market,2026-07-29,13366764.3,180183.0,1459755.0
BEETROOT,777425.0,9815.0,80585.0,15297,Joburg Market,2026-07-30,14144189.3,189998.0,1540340.0
BROCCOLI,137986.0,1850.0,7120.0,3402,Joburg Market,2026-07-09,1327768.0,18177.0,72409.0
BROCCOLI,158104.0,2052.0,7684.0,2564,Joburg Market,2026-07-10,1485872.0,20229.0,80092.0
BROCCOLI,158104.0,2052.0,7684.0,2564,Joburg Market,2026-07-11,1485872.0,20229.0,80092.0
BROCCOLI,43066.0,674.0,2203.0,950,Joburg Market,2026-07-13,1605930.0,21356.0,83627.0
BROCCOLI,43066.0,674.0,2203.0,950,Joburg Market,2026-07-14,1605930.0,21356.0,83627.0
BROCCOLI,180321.93,1429.0,4945.0,1056,Joburg Market,2026-07-15,2093559.93,25271.0,97915.0
BROCCOLI,253124.0,1764.0,6839.0,1047,Joburg Market,2026-07-18,2489833.93,28411.0,110583.0
BROCCOLI,178102.0,1160.0,4038.0,127,Joburg Market,2026-07-20,2785421.93,30278.0,116291.0
BROCCOLI,178102.0,1160.0,4038.0,127,Joburg Market,2026-07-21,2785421.93,30278.0,116291.0
BROCCOLI,362424.0,2162.0,7282.0,195,Joburg Market,2026-07-23,3668432.93,35967.0,136716.0
BROCCOLI,202046.0,1286.0,4410.0,177,Joburg Market,2026-07-24,3874418.93,37381.0,142405.0
BROCCOLI,74374.0,439.0,1384.0,105,Joburg Market,2026-07-25,3702070.93,35801.0,135062.0
BROCCOLI,114802.0,535.0,2256.0,29,Joburg Market,2026-07-27,2529280.0,22502.0,68826.0
BROCCOLI,479469.0,2560.0,8613.0,233,Joburg Market,2026-07-28,4543063.93,40915.0,154658.0
BROCCOLI,213537.0,1187.0,4240.0,0,Joburg Market,2026-07-29,4756600.93,42102.0,158898.0
BROCCOLI,272863.0,1532.0,5188.0,348,Joburg Market,2026-07-30,4857153.93,42254.0,158912.0
BROCCOLI FLORETTES,0.0,0.0,0.0,13,Joburg Market,2026-07-09,66526.0,178.0,989.0
BROCCOLI FLORETTES,780.0,13.0,31.0,0,Joburg Market,2026-07-10,67306.0,191.0,1020.0
BROCCOLI FLORETTES,780.0,13.0,31.0,0,Joburg Market,2026-07-11,67306.0,191.0,1020.0
BROCCOLI FLORETTES,160.0,1.0,3.0,3,Joburg Market,2026-07-15,67946.0,195.0,1033.0
BROCCOLI FLORETTES,0.0,0.0,0.0,3,Joburg Market,2026-07-18,67946.0,195.0,1033.0
BROCCOLI FLORETTES,6600.0,11.0,66.0,61,Joburg Market,2026-07-20,74546.0,206.0,1099.0
BROCCOLI FLORETTES,6600.0,11.0,66.0,61,Joburg Market,2026-07-21,74546.0,206.0,1099.0
BROCCOLI FLORETTES,32880.0,107.0,526.0,16,Joburg Market,2026-07-23,144716.0,382.0,2008.0
BROCCOLI FLORETTES,21260.0,37.0,179.0,87,Joburg Market,2026-07-24,162496.0,361.0,1955.0
BROCCOLI FLORETTES,4990.0,12.0,50.0,75,Joburg Market,2026-07-25,167486.0,373.0,2006.0
BROCCOLI FLORETTES,7020.0,13.0,26.0,62,Joburg Market,2026-07-27,174506.0,386.0,2032.0
BROCCOLI FLORETTES,29760.0,54.0,304.0,68,Joburg Market,2026-07-28,204266.0,440.0,2336.0
BROCCOLI FLORETTES,3300.0,6.0,36.0,0,Joburg Market,2026-07-29,207566.0,446.0,2372.0
BROCCOLI FLORETTES,33590.0,73.0,434.0,54,Joburg Market,2026-07-30,241156.0,519.0,2806.0
BROCCOLI LEAVES,1458.0,32.0,200.0,30,Joburg Market,2026-07-09,7863.0,429.0,1178.0
BROCCOLI LEAVES,1360.0,22.0,176.0,63,Joburg Market,2026-07-10,6985.0,129.0,1032.0
BROCCOLI LEAVES,1360.0,22.0,176.0,63,Joburg Market,2026-07-11,6985.0,129.0,1032.0
BROCCOLI LEAVES,150.0,4.0,32.0,22,Joburg Market,2026-07-13,8415.0,165.0,1320.0
BROCCOLI LEAVES,150.0,4.0,32.0,22,Joburg Market,2026-07-14,8415.0,165.0,1320.0
BROCCOLI LEAVES,1985.0,171.0,353.0,169,Joburg Market,2026-07-15,14993.0,703.0,2355.0
BROCCOLI LEAVES,0.0,0.0,0.0,105,Joburg Market,2026-07-18,3378.0,532.0,532.0
BROCCOLI LEAVES,0.0,0.0,0.0,105,Joburg Market,2026-07-20,3378.0,532.0,532.0
BROCCOLI LEAVES,0.0,0.0,0.0,105,Joburg Market,2026-07-21,3378.0,532.0,532.0
BROCCOLI LEAVES,2640.0,42.0,336.0,27,Joburg Market,2026-07-23,24698.0,1076.0,3673.0
BROCCOLI LEAVES,2800.0,40.0,320.0,0,Joburg Market,2026-07-24,23055.0,411.0,3288.0
BROCCOLI LEAVES,3910.0,230.0,447.0,0,Joburg Market,2026-07-28,31408.0,1346.0,4440.0
BROCCOLI LEAVES,581.0,83.0,83.0,0,Joburg Market,2026-07-29,31989.0,1429.0,4523.0
BROCCOLI LEAVES,2343.0,52.0,276.0,1,Joburg Market,2026-07-30,34332.0,1481.0,4799.0
BUTTER LETTUCE,16.0,1.0,2.0,70,Joburg Market,2026-07-09,922.0,15.0,30.0
BUTTER LETTUCE,16.0,1.0,2.0,69,Joburg Market,2026-07-10,938.0,16.0,32.0
BUTTER LETTUCE,16.0,1.0,2.0,69,Joburg Market,2026-07-11,938.0,16.0,32.0
BUTTER LETTUCE,456.0,38.0,76.0,20,Joburg Market,2026-07-13,2210.0,65.0,130.0
BUTTER LETTUCE,456.0,38.0,76.0,20,Joburg Market,2026-07-14,2210.0,65.0,130.0
BUTTER LETTUCE,384.0,4.0,8.0,38,Joburg Market,2026-07-15,3074.0,75.0,150.0
BUTTER LETTUCE,240.0,3.0,6.0,30,Joburg Market,2026-07-18,3714.0,83.0,166.0
BUTTER LETTUCE,0.0,0.0,0.0,29,Joburg Market,2026-07-20,3778.0,84.0,168.0
BUTTER LETTUCE,0.0,0.0,0.0,29,Joburg Market,2026-07-21,3778.0,84.0,168.0
BUTTER LETTUCE,4230.0,20.0,85.0,26,Joburg Market,2026-07-23,40218.0,263.0,910.0
BUTTER LETTUCE,856.0,9.0,18.0,17,Joburg Market,2026-07-24,9074.0,144.0,288.0
BUTTER LETTUCE,720.0,9.0,18.0,8,Joburg Market,2026-07-25,9794.0,153.0,306.0
BUTTER LETTUCE,780.0,8.0,16.0,0,Joburg Market,2026-07-27,10574.0,161.0,322.0
BUTTER LETTUCE,8696.0,43.0,167.0,35,Joburg Market,2026-07-28,51270.0,332.0,1129.0
BUTTER LETTUCE,1150.0,8.0,25.0,0,Joburg Market,2026-07-29,52420.0,340.0,1154.0
BUTTER LETTUCE,720.0,9.0,18.0,18,Joburg Market,2026-07-30,13640.0,191.0,382.0
BUTTERNUT,410090.0,10767.0,83205.0,32557,Joburg Market,2026-07-10,4971117.0,127348.0,996734.0
BUTTERNUT,410090.0,10767.0,83205.0,32557,Joburg Market,2026-07-11,4971117.0,127348.0,996734.0
BUTTERNUT,295964.0,7630.0,59685.0,42779,Joburg Market,2026-07-13,5513765.0,141173.0,1104791.0
BUTTERNUT,295964.0,7630.0,59685.0,42779,Joburg Market,2026-07-14,5513765.0,141173.0,1104791.0
BUTTERNUT,463144.0,11096.0,93831.0,48619,Joburg Market,2026-07-15,6723839.0,173277.0,1351623.0
BUTTERNUT,550736.0,14952.0,118228.0,47118,Joburg Market,2026-07-18,7753795.0,199436.0,1569019.0
BUTTERNUT,186588.0,5122.0,41902.0,53588,Joburg Market,2026-07-20,8256802.0,213702.0,1682239.0
BUTTERNUT,186588.0,5122.0,41902.0,53588,Joburg Market,2026-07-21,8256802.0,213702.0,1682239.0
BUTTERNUT,911802.5,23544.0,178933.0,23203,Joburg Market,2026-07-23,10821757.5,282166.0,2207710.0
BUTTERNUT,679829.0,17680.0,142531.0,22007,Joburg Market,2026-07-24,11449606.5,297385.0,2342858.0
BUTTERNUT,349775.0,8645.0,70698.0,20566,Joburg Market,2026-07-25,11799381.5,306030.0,2413556.0
BUTTERNUT,516542.0,13147.0,100911.0,15735,Joburg Market,2026-07-27,12315923.5,319177.0,2514467.0
BUTTERNUT,846398.0,19512.0,148974.0,9946,Joburg Market,2026-07-28,13162321.5,338689.0,2663441.0
BUTTERNUT,876079.9000000004,15190.0,125875.0,0,Joburg Market,2026-07-29,14038401.4,353879.0,2789316.0
BUTTERNUT,762225.0,15371.0,117314.0,34189,Joburg Market,2026-07-30,14779836.4,368788.0,2903396.0
CABBAGE,591543.0,18616.0,239882.0,27145,Joburg Market,2026-07-09,4722739.0,158871.0,1777051.0
CABBAGE,570763.0,18940.0,243735.0,25770,Joburg Market,2026-07-10,5293502.0,177811.0,2020786.0
CABBAGE,570763.0,18940.0,243735.0,25770,Joburg Market,2026-07-11,5293502.0,177811.0,2020786.0
CABBAGE,302087.0,12447.0,152007.0,13107,Joburg Market,2026-07-13,5969600.0,203353.0,2340313.0
CABBAGE,302087.0,12447.0,152007.0,13107,Joburg Market,2026-07-14,5969600.0,203353.0,2340313.0
CABBAGE,396312.0,18022.0,184164.0,22639,Joburg Market,2026-07-15,6916658.0,242551.0,2774041.0
CABBAGE,489952.0,21656.0,210804.0,19707,Joburg Market,2026-07-18,8036542.0,294936.0,3275291.0
CABBAGE,326726.0,13207.0,111030.0,7203,Joburg Market,2026-07-20,8864684.0,326947.0,3581123.0
CABBAGE,326726.0,13207.0,111030.0,7203,Joburg Market,2026-07-21,8864684.0,326947.0,3581123.0
CABBAGE,804553.0,31013.0,286598.0,26629,Joburg Market,2026-07-23,11245921.0,409843.0,4370619.0
CABBAGE,820258.0,32208.0,307983.0,12164,Joburg Market,2026-07-24,12074484.0,442302.0,4679355.0
CABBAGE,465212.0,11397.0,165330.0,7788,Joburg Market,2026-07-25,12539696.0,453699.0,4844685.0
CABBAGE,490328.0,10636.0,176175.0,3799,Joburg Market,2026-07-27,13027424.0,464275.0,5020716.0
CABBAGE,903730.0,28098.0,280156.0,8798,Joburg Market,2026-07-28,13933754.0,492433.0,5301016.0
CABBAGE,539467.0,17960.0,182241.0,0,Joburg Market,2026-07-29,14473221.0,510393.0,5483257.0
CABBAGE,766743.0,21191.0,293455.0,16033,Joburg Market,2026-07-30,15239964.0,531584.0,5776712.0
CABBAGE RED,67432.0,624.0,1724.0,514,Joburg Market,2026-07-09,479574.0,4099.0,9312.0
CABBAGE RED,41611.0,389.0,1215.0,1627,Joburg Market,2026-07-10,526275.0,4526.0,10699.0
CABBAGE RED,41611.0,389.0,1215.0,1627,Joburg Market,2026-07-11,526275.0,4526.0,10699.0
CABBAGE RED,19014.0,186.0,539.0,1189,Joburg Market,2026-07-13,585041.0,5095.0,12176.0
CABBAGE RED,19014.0,186.0,539.0,1189,Joburg Market,2026-07-14,585041.0,5095.0,12176.0
CABBAGE RED,43565.0,502.0,1224.0,1865,Joburg Market,2026-07-15,675267.0,6071.0,14667.0
CABBAGE RED,56874.0,705.0,1600.0,1809,Joburg Market,2026-07-18,817179.0,7542.0,18424.0
CABBAGE RED,26825.0,332.0,756.0,1624,Joburg Market,2026-07-20,865650.0,8108.0,19661.0
CABBAGE RED,26825.0,332.0,756.0,1624,Joburg Market,2026-07-21,865650.0,8108.0,19661.0
CABBAGE RED,61656.0,675.0,1932.0,916,Joburg Market,2026-07-23,1080206.0,10545.0,25946.0
CABBAGE RED,34428.0,448.0,1111.0,478,Joburg Market,2026-07-24,1099248.0,10836.0,26223.0
CABBAGE RED,21446.0,266.0,612.0,428,Joburg Market,2026-07-25,1118984.0,11078.0,26751.0
CABBAGE RED,24570.0,289.0,583.0,271,Joburg Market,2026-07-27,1124654.0,11242.0,25335.0
CABBAGE RED,77638.0,797.0,1704.0,340,Joburg Market,2026-07-28,1217678.0,12196.0,27873.0
CABBAGE RED,79506.0,740.0,1609.0,0,Joburg Market,2026-07-29,1297184.0,12936.0,29482.0
CABBAGE RED,65693.0,640.0,1442.0,738,Joburg Market,2026-07-30,1362877.0,13576.0,30923.0
CABBAGE SUGAR,0.0,0.0,0.0,2,Joburg Market,2026-07-23,870.0,12.0,192.0
CABBAGE SUGAR,0.0,0.0,0.0,2,Joburg Market,2026-07-24,870.0,12.0,192.0
CABBAGE SUGAR,0.0,0.0,0.0,2,Joburg Market,2026-07-25,870.0,12.0,192.0
CABBAGE SUGAR,0.0,0.0,0.0,2,Joburg Market,2026-07-27,870.0,12.0,192.0
CABBAGE SUGAR,0.0,0.0,0.0,2,Joburg Market,2026-07-28,870.0,12.0,192.0
CABBAGE SUGAR,40.0,2.0,32.0,0,Joburg Market,2026-07-29,910.0,14.0,224.0
CARROTS,1122390.0,22231.0,172627.0,42834,Joburg Market,2026-07-09,9462861.54,188224.0,1485397.0
CARROTS,1089530.0,22602.0,179878.0,47937,Joburg Market,2026-07-10,10552391.5,210826.0,1665275.0
CARROTS,1089530.0,22602.0,179878.0,47937,Joburg Market,2026-07-11,10552391.5,210826.0,1665275.0
CARROTS,652363.0,14556.0,118179.0,41825,Joburg Market,2026-07-13,12130004.5,245444.0,1943685.0
CARROTS,652363.0,14556.0,118179.0,41825,Joburg Market,2026-07-14,12130004.5,245444.0,1943685.0
CARROTS,1076335.0,24733.0,193494.0,44464,Joburg Market,2026-07-15,14195060.5,289464.0,2301148.0
CARROTS,974388.9,22550.0,188597.0,47668,Joburg Market,2026-07-18,16331526.4,339228.0,2710542.0
CARROTS,648771.0,16122.0,127165.0,35179,Joburg Market,2026-07-20,17645781.4,372501.0,2971691.0
CARROTS,648771.0,16122.0,127165.0,35179,Joburg Market,2026-07-21,17645781.4,372501.0,2971691.0
CARROTS,1133814.0,26177.0,212079.0,39369,Joburg Market,2026-07-23,20914708.6,448606.0,3586966.0
CARROTS,1137792.0,27591.0,223415.0,35762,Joburg Market,2026-07-24,22052500.6,476197.0,3810381.0
CARROTS,550847.37,13444.0,104012.0,37261,Joburg Market,2026-07-25,22603348.0,489641.0,3914393.0
CARROTS,618129.0,16042.0,126125.0,33570,Joburg Market,2026-07-27,23221477.0,505683.0,4040518.0
CARROTS,1278056.0,29120.0,235473.0,33972,Joburg Market,2026-07-28,24499533.0,534803.0,4275991.0
CARROTS,1074674.0,24030.0,197286.0,0,Joburg Market,2026-07-29,25574207.0,558833.0,4473277.0
CARROTS,1207571.0,27080.0,216913.0,32920,Joburg Market,2026-07-30,26781778.0,585913.0,4690190.0
CHILLIES,287782.96,5091.0,17296.0,8343,Joburg Market,2026-07-08,2012795.6,35418.0,119071.0
CHILLIES,370632.0,5722.0,20273.0,11334,Joburg Market,2026-07-09,2264223.6,40082.0,137228.0
CHILLIES,256682.0,4839.0,16868.0,11346,Joburg Market,2026-07-10,2520905.6,44921.0,154096.0
CHILLIES,256682.0,4839.0,16868.0,11346,Joburg Market,2026-07-11,2520905.6,44921.0,154096.0
CHILLIES,153516.0,2773.0,9381.0,10673,Joburg Market,2026-07-13,2961847.72,51613.0,174971.0
CHILLIES,153516.0,2773.0,9381.0,10673,Joburg Market,2026-07-14,2961847.72,51613.0,174971.0
CHILLIES,260363.0,4852.0,17305.0,12352,Joburg Market,2026-07-15,3542928.72,61235.0,208937.0
CHILLIES,247786.0,5108.0,16860.0,11440,Joburg Market,2026-07-18,4099213.72,72416.0,245562.0
CHILLIES,138822.0,2823.0,9489.0,11233,Joburg Market,2026-07-20,4394589.38,78064.0,263500.0
CHILLIES,138822.0,2823.0,9489.0,11233,Joburg Market,2026-07-21,4394589.38,78064.0,263500.0
CHILLIES,304571.31,5497.0,19172.0,11843,Joburg Market,2026-07-23,5226695.35,94427.0,317757.0
CHILLIES,241622.0,4416.0,14817.0,10626,Joburg Market,2026-07-24,5489137.35,98980.0,332793.0
CHILLIES,209289.14,5110.0,16021.0,9738,Joburg Market,2026-07-25,5698426.49,104090.0,348814.0
CHILLIES,119077.0,2510.0,8307.0,8987,Joburg Market,2026-07-27,5817503.49,106600.0,357120.0
CHILLIES,399669.0,6582.0,21829.0,9174,Joburg Market,2026-07-28,6211622.49,113050.0,378331.0
